conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code,courseTopicSimilarity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,knowledge,sector-specific,software design methodologies,"software design approaches
software design techniques",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methodologies such as Scrum, V-model and Waterfall to design software systems and applications.",0613,0.63815475
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,skill/competence,sector-specific,execute software tests,"test application
test programs",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Perform tests to ensure that a software product will perform flawlessly under the specified customer requirements and identify software defects (bugs) and malfunctions, using specialised software tools and testing techniques.",S4.2.5,0.5694221
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,knowledge,sector-specific,integrated development environment software,"Zeus IDE
Borland C++ Builder
CodeForge
Dev-C++
DialogBlocks
CodeLite
Anjuta
Philasmicos Entwickler Studio
SPE
NetBeans
MinGW Developer Studio
wxHatch
IDE
Code::Blocks","Zeus IDE
Dev-C++
NetBeans
Android Studio
CodeLite
RStudio
Visual Studio Code
IntelliJ IDEA
Anjuta
wxHatch
LabVIEW
Code::Blocks
Borland C++ Builder
SPE
CodeForge
Philasmicos Entwickler Studio
VisualWX
DialogBlocks
MinGW Developer Studio",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface, such as Visual Studio or Eclipse.",0612,0.45827052
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,knowledge,sector-specific,information categorisation,"design of information structures
information classification",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The process of classifying the information into categories and showing relationships between the data for some clearly defined purposes.,0322,0.4548228
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,knowledge,cross-sector,digital image processing,"digital image processing practices
digital image manipulation
aliasing for digital image processing
image interpolation for digital image processing
digital image manipulation aspects",,released,2024-02-26T08:04:34.026Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The different aspects and practices of image processing and manipulation like image interpolation, aliasing, image enhancement, contrast stretching, histogram processing and equalization, singular value decomposition, singular value equalization, wavelets filtering and many others.",0211,0.45993686
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,skill/competence,occupation-specific,create freight rate databases,"develop and maintain databases of freight rates
keep and update databases of freight rates
maintain databases of cargo rates
keep and update freight rate databases
develop and maintain freight rate databases
maintain databases of freight rates
maintain cargo rate databases
keep databases of cargo rates
keep databases of freight rates
keep freight rate databases
update databases of freight rates",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Develop and maintain freight rate databases for use by supply chain departments in order to determine and adopt the most cost-efficient modes of transportation.,S5.5.2,0.45346043
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96eb286a-58b7-45ff-a916-5578d0b79b8c,knowledge,sector-specific,Rapid application development,"Rapid application development model
Rapid application development methodology",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The rapid application development model is a methodology to design software systems and applications.,0413,0.55393076
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,skill/competence,occupation-specific,manage software releases,"approve software release process
analyse and approve software development releases",,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Examine and approve suggested software development releases. Manage further release process.,S4.1.3,0.5221713
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,knowledge,cross-sector,3D modelling,"three-dimensional modelling
3D representation
3D designing
3D graphics
3D modeling
3D rendering",SketchUp,released,2023-07-11T15:24:28.916Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The process of developing a mathematical representation of any three-dimensional surface of an object via specialised software. The product is called a 3D model. It can be displayed as a two-dimensional image through a process called 3D rendering or used in a computer simulation of physical phenomena. The model can also be physically created using 3D printing devices.,0541,0.5526787
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,knowledge,cross-sector,data analytics,data anlysis,,released,2024-02-15T17:28:13.792Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.,0612,0.5260915
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9,knowledge,sector-specific,business analytics,business data analytics,,released,2023-10-30T09:05:55.056Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The disciplines and technologies for solving business problems through employing quantitative methods such as data analysis and statistical models.,0542,0.462547
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,knowledge,sector-specific,CoffeeScript,"CoffeeScript coding techniques
CoffeeScript software development techniques
CoffeeScript programming paradigms
CoffeeScript software development principles
CoffeeScript algorithms",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in CoffeeScript.",0613,0.5164736
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,knowledge,sector-specific,Objective-C,Objective C,"ObjC
Objective C
Objective-C 2.0
ObjectiveC
Obj-c
Smalltalk and C
Objective C plus plus
Objc
Objective c
Objective-c
C and Smalltalk
Obj C
Object C
Objective-C++",released,2023-06-09T15:53:11.999Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Objective-C.",0613,0.4841904
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,skill/competence,sector-specific,use CAE software,"utilise CAE software
make use of CAE software
use computer-aided engineering software
manage CAE software
work with CAE software
use CAE softwares
apply computer-aided engineering software
be familiar with CAE software
employ CAE software",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Work with computer-aided engineering (CAE) tools to perform analysis tasks such as Finite Element Analysis and Computational Fluid Dynamics.,S5.6.3,0.45501643
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,skill/competence,sector-specific,balance database resources,stabilise database resources,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Stabilise the workload and resources of a database, by controlling the demand of transactions, allocating disk spaces and ensuring reliability of the servers in order to optimise cost and risk ratio.",S5.5.2,0.56605095
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,knowledge,sector-specific,ICT software specifications,"ICT system specifications
specify use of ICT software
ICT software specification
ICT programme specifications
ICT application specifications
ICT software specifying",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The characteristics, use and operations of various software products such as computer programmes and application software.",0613,0.49514806
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,knowledge,sector-specific,query languages,"DMX
SuprTool
OttoQL
XPath
QUEL
ISBL
.QL
F-logic
SPL
FQL
OPath
MQL
Poliqarp
HTSQL
YQL
Gellish
XSPARQL
Concept-Oriented
TMQL
RDQL
OCL
OQL
CQLF
ReQL
Datalog","DMX
RDQL
XPath
OttoQL
ISBL
Gellish
OQL
MQL
YQL
Poliqarp
.QL
Datalog
F-logic
XSPARQL
CQLF
OCL
ReQL
SPL
QUEL
OPath
TMQL
SuprTool
HTSQL
Concept-Oriented
FQL",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The field of standardised computer languages for retrieval of information from a database and of documents containing the needed information.,0613,0.5028534
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051,knowledge,cross-sector,"data extraction, transformation and loading tools","Talend Studio for Data Integration
ETL
Sagent Data Flow
Open Text Integration Center
CloverETL
Pervasive Data Integrator
Data Migrator
Cognos Data Manager
Centerprise Data Integrator
IBM Infosphere WarehoEdition
Elixir Repertoire for Data ETL
Relational Junction ETL Manager
PowerCenter Informatica
Syncsort DMX
Adeptia Integration Server","Sagent Data Flow
Open Text Integration Center
CloverETL
Pervasive Data Integrator
Data Migrator
IBM Infosphere WarehoEdition
Elixir Repertoire for Data ETL
Relational Junction ETL Manager
Cognos Data Manager
Talend Studio for Data Integration
Syncsort DMX
Centerprise Data Integrator
PowerCenter Informatica
Adeptia Integration Server",released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The tools for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure.",0612,0.47429514
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83,skill/competence,occupation-specific,develop reporting software,"create reporting software
design reporting software",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create reporting software and applications used for creating reports on data.,S5.1.0,0.49674606
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,knowledge,sector-specific,database development tools,Microcontrollers,Arduino,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methodologies and tools used for creating logical and physical structure of databases, such as logical data structures, diagrams, modelling methodologies and entity-relationships.",0612,0.6176574
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,skill/competence,sector-specific,manage data,"administer data
data administration
manage data lifecycle
operate data quality tools
data resource management",,released,2025-05-16T14:42:49.886Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Administer all types of data resources through their lifecycle by performing data profiling, parsing, standardisation, identity resolution, cleansing, enhancement and auditing. Ensure the data is fit for purpose, using specialised ICT tools to fulfil the data quality criteria.",S2.3.0,0.4949429
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2,knowledge,sector-specific,computational linguistics,"computational linguistic studies
linguistics of computation
computing linguistics
the study of computational linguistics",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer science field that researches the modelling of natural languages into computational and programming languages.,0232,0.6430705
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50,knowledge,sector-specific,aquaculture production planning software,"kinds of aquaculture production planning software
types of fish farming software
typology of aquaculture production planning software
types of aquaculture production planning software
typology of fish farming software
kinds of fish farming software
range of aquaculture production planning software
range of fish farming software",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The functioning principles and usage of a software dedicated to the planning of aquculture production.,S4.2.2,0.45977086
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,skill/competence,cross-sector,search databases,"research in databases
consult databases
look through databases
search database
searching databases",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Search for information or people using databases.,S5.5.2,0.5382751
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,skill/competence,sector-specific,design information system,design ICT system,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Define the architecture, composition, components, modules, interfaces and data for integrated information systems (hardware, software and network), based on system requirements and specifications.",S1.11.1,0.5018515
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,skill/competence,sector-specific,execute ICT user research activities,carry out ICT user research,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Perform research tasks such as recruitment of participants, scheduling of tasks, collecting of empirical data, data analysis and production of materials in order to assess the interaction of users with an ICT system, program or application.",S5.2.3,0.4557757
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,knowledge,sector-specific,ML (computer programming),"ML
ML systems
ML development principles",,released,2024-02-29T15:58:47.179Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ML.",0613,0.5356167
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a50c6a0a-5171-4be6-aa2b-50fe4d025d45,skill/competence,sector-specific,create 3D CAD footwear prototypes,"elaborate 3D digital footwear prototypes
create 3D footwear prototypes with computer-aided design software
create 3D digital footwear prototypes
design 3D digital footwear prototypes
elaborate 3D CAD footwear prototypes
create 3D footwear prototypes with CAD software
design 3D footwear prototypes with computer-aided designing",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Be able to read and understand visual elements and technical design specifications from hand-made or computer-made sketches, pictures and drawings. Digitise or scan the lasts. Create the design upon the shape of the lasts according to dimensional requirements of the customer. Perform 3D footwear modelling by using various functionalities of the CAD software such as producing, manipulating and testing virtual images for computer aided 3D artistic and technical design of footwear. Produce alternative designs and develop virtual models and collection lines. Make presentation boards and catalogues.",S5.6.3,0.48675358
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,knowledge,sector-specific,information confidentiality,"data confidentiality
consumer data privacy
data access control",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The mechanisms and regulations which allow for selective access control and guarantee that only authorised parties (people, processes, systems and devices) have access to data, the way to comply with confidential information and the risks of non-compliance.",T4.5,0.46763706
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6c06345-6ca0-42f2-b01e-bb4078fef1e2,skill/competence,sector-specific,determine image composition,"select subject of picture
determine picture
determine composition of image",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Determine image composition, select and adjust subjects, equipment and lighting to achieve desired effects.",S1.12.3,0.4670818
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7723f06-53c3-4228-9fd0-1952ea1d7391,knowledge,sector-specific,Havok Vision,Havok Vision game engine,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The game engine that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",0211,0.47911122
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,knowledge,sector-specific,data storage,file hosting service,"One Drive
Dropbox",released,2023-07-11T18:15:12.722Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The physical and technical concepts of how digital data storage is organised in specific schemes both locally, such as hard-drives and random-access memories (RAM) and remotely, via network, internet or cloud.",0612,0.4743498
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8081afe-46ff-425d-9d9f-f4033b3f84f6,skill/competence,cross-sector,monitor the conformance to the project methodology,"track compliance with project standards
assess alignment with project methodology
ensure compliance with the project methodology
oversee conformity to the project methodology
supervise the conformance to the project methodology",,released,2024-02-29T15:22:41.693Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Evaluate the activities carried out in the execution of a project (from initiating to closing) in order to ensure the compliance with a given methodology which aims to ensure that projects are run effectively within the defined constraints. It can be supported by the usage of a standard quality assurance checklists customized for the use of the specific organization.,T4.1,0.476227
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757,skill/competence,sector-specific,manage data collection systems,oversee data collection methods,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Develop and manage methods and strategies used to maximise data quality and statistical efficiency in the collection of data, in order to ensure the gathered data are optimised for further processing.",S2.3.0,0.5323454
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363,skill/competence,sector-specific,interact with users to gather requirements,communicate with users to gather requirements,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Communicate with users to identify their requirements and collect them. Define all relevant user requirements and document them in an understandable and logical way for further analysis and specification.,T2.1,0.560572
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,knowledge,sector-specific,PostgreSQL,Postgres,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program PostgreSQL is a free and open-source software tool for creating, updating and managing databases, developed by the PostgreSQL Global Development Group.",0612,0.49745685
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9622bbb-3a6f-4819-a3fe-cd6a447a78e9,knowledge,sector-specific,Sakai,Sakai Project,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program Sakai is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs. It is developed by the software company Apereo.",0413,0.4922518
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,knowledge,sector-specific,database management systems,"PointBase Embedded
R:Base
Adaptive Server Anywhere
Oracle Lite
Rdb
Interbase
Velocis
Jasmine ii
Raima Database Manager
IDMS
YARD-SQL
Versant
Oracle 8I
Db.linux
NonStop SQL
Quadbase SQL Server
PointBase Network Server
Pervasive.SQL 2000
UniData
UniSQL
Adaptive Server Enterprise
Db.star
POET Object Server Suite
Informix Dynamic Server 2000
Informix Extended Parallel Server
DBMS
Cloudscape
SUPRA
database systems
SQLBase
IMS DB
Peoplesoft
Datacom
DB2 Everyplace
Sybase
PointBase Mobile
Model 204
Advantage Database Server
Pervasive.SQL Workgroup
Adabas D
TimesTen
DB engines
Adabas
Objectivity DB
SQL
Ingres ii","PointBase Embedded
Apache
Adaptive Server Anywhere
Rdb
Velocis
Jasmine ii
IDMS
Raima Database Manager
Oracle Lite
Oracle 8I
Pervasive.SQL 2000
UniData
Db.star
Adaptive Server Enterprise
NonStop SQL
Versant
Informix Extended Parallel Server
Cloudscape
SUPRA
IMS DB
Interbase
UniSQL
Db.linux
Microsoft Access
DB2 Everyplace
YARD-SQL
SQLBase
R:Base
Advantage Database Server
POET Object Server Suite
Pervasive.SQL Workgroup
TimesTen
Adabas
Quadbase SQL Server
Datacom
Informix Dynamic Server 2000
PointBase Mobile
Model 204
Ingres ii
PointBase Network Server
Adabas D
Objectivity DB",released,2025-04-16T10:03:15.899Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The tools for creating, updating and managing databases, such as Oracle, MySQL and Microsoft SQL Server.",0612,0.6134802
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab20726a-14dd-4536-9aa1-6166bc1a5832,skill/competence,occupation-specific,evaluate cost of software products,"apply methods to evaluate cost of software products
apply techniques to evaluate cost of software products
estimate cost of software products
estimate cost of maintenance of software products
estimate compliance cost of software products",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Apply methods and techniques to estimate and evaluate the cost of software products during their life-cycle phases, including development and acquisition costs, cost of maintenance, incorporated cost of quality-compliance and non-compliance associated costs.",T1.2,0.5108562
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03,skill/competence,sector-specific,maintain ICT identity management,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Administer identification, authentication and authorisation of individuals within a system and control their access to resources by associating user rights and restrictions with the established identity.",S3.3.4,0.45474863
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290,knowledge,cross-sector,augmented reality,"AR techniques
augmented reality creation process
AR creation process
augmented reality techniques
AR",,released,2024-02-23T15:26:40.229Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The process of adding diverse digital content (such as images, 3D objects, etc) on surfaces that exist in the real world. The user can interact in real-time with the technology by using devices such as mobile phones.",0619,0.46201473
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5,skill/competence,sector-specific,manage content development projects,implement content strategy,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Plan and implement the creation, delivery and management of digital or printed content, develop a system that describes the entire editorial content development and publishing process and use ICT tools to support the process.",S4.2.3,0.47559303
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,knowledge,cross-sector,statistical analysis system software,"statistical analysing of system software
statistical analysis of system software
statistical analysis of software systems
statistical analysis system programme
statistical analysis system operating system
statistical analysis system application","STATA
SPSS
SPSS Statistical Tool",released,2025-02-27T12:45:08.961Z,This includes SPSS.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Specific software system (SAS) used for advanced analytics, business intelligence, data management, and predictive analytics.",0542,0.4765271
