conceptType,conceptUri,preferredLabel,status,description,level,category,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,understand spoken Tamil,released,Comprehend orally expressed Tamil.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df996a98-202f-4a9b-b088-38c8db03ef1b,create content title,released,"Come up with an appealing title that draws people's attention to the content of your article, story or publication.",5,S,T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df9b0002-7d83-47ef-962e-46b9f5228c85,draft styling schedule,released,"Draft the schedule to indicate where, when, and how the actors should be styled.",5,S,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,check grant applications,released,"Observe grant applications from individuals, charities, community groups or university research departments in order to make sure that they meet the funding criteria.",5,S,S3.3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfaf0c99-3887-4a49-be53-c480075075f1,use treatment verification systems,released,Carry out various methods and verification systems to check and adapt radiation treatments according to the patient's responses.,5,S,S2.8.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,provide multimedia content,released,"Develop multimedia materials such as screen shots, graphics, slide shows, animations and videos to be used as content integrated in a broader informational context.",5,S,T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfbb53b2-5022-4788-884f-4776a480c96c,perform scripted dialogue,released,"Perform the lines, as written in the script, with animation. Make the character come to life.",5,S,S1.14.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfbed830-a70d-46da-9cce-82081593d948,advise on mine production,released,"Provide advice on the preparation of schedules and reports on mine production, facilities, systems and production processes and production rates to assess operational effectiveness.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfbf38d8-87c9-4e67-925a-e421150aae09,prevent technical problems of musical instruments,released,Anticipate technical problems with musical instruments and prevent them where possible. Tune and play musical instruments for sound check before rehearsal or performance.,5,S,S1.9.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfccb2c7-3bbd-42bd-85ed-887ded1e6504,prepare patients for dental treatment,released,"Seat and drape the patient, explaining treatment procedures to patient if required.",5,S,S3.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfce2aba-783e-4e17-9c17-e74aca505ec2,interpret 2D plans,released,Interpret and understand plans and drawings in manufacturing processes which include representations in two dimensions.,5,S,S2.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfd158e3-dc56-4415-b24b-3d3554347863,foster dialogue in society,released,Foster intercultural dialogue in civil society on a variety of controversial topics such as religious and ethical issues.,5,S,S1.2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfd2a243-a937-46a8-a919-20265943fc83,advise customers on books selection,released,"Provide customers with detailed advice on books available in the store. Provide detailed information about authors, titles, styles, genres and editions.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfde5537-022a-4426-ba82-254651ba567a,report call errors,released,Perform checks to ensure that call data have been entered correctly; report call errors to authorised personnel.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,develop food waste reduction strategies,released,"Develop policies such as staff meal or food redistribution to reduce, reuse and recycle food waste where possible. This includes reviewing purchasing policies to identify areas for reducing food waste, e.g., quantities and quality of food products.",5,S,S4.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff39206-7ace-4d63-acb8-b72080b3ccc5,use therapeutic communication techniques,released,"Use communication techniques in a therapeutic manner to support the patient during the therapy sessions, encouraging descriptions of perceptions, offering help, giving recognition, seeking clarification and summarising.",5,S,S1.0.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dffed0c4-0de5-437c-90d6-a1619eacc05e,speak about your work in public,released,Speak about your work to different kinds of audiences. Illustrate aspects depending on the audience and the occasion.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,design for organisational complexity,released,"Determine cross-account authentication and access strategy for complex organizations (for example, an organization with varying compliance requirements, multiple business units, and varying scalability requirements). Design networks and multi-account cloud environments for complex organizations.",5,S,S1.9.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0228bea-f93b-4e79-89b0-eb97a17a52b1,perform lookout duties during maritime operations,released,"Maintain a watch during maritime operations, in order to anticipate events and potential hazards.",5,S,S2.8.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0235c5c-f8a1-41db-94a5-5f5352533d13,develop methods for choreographic integration,released,Develop methods to pass on your choreographic style or signature to the performers. Define a mode of transmission. Select the necessary tools.,5,S,S1.8.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e02faa7a-9277-4340-aeda-e35bf138320e,provide information on geological characteristics,released,"Provide information on geological structures, host rock quality, groundwater implications and details on the mineralogical and textural composition of ores to enable mining and processing to be planned efficiently. The geological model is used to design the mine workings for minimum dilution and maximum ore extraction.",5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e030d25f-29b9-49be-9c03-2ed0d760a85d,answer questions about the train transport service,released,"Respond to all questions customers may have about the transportation services on a train. The conductor should posses a broad range of knowledge on fares, schedules, train services, passwords or web services, etc.",5,S,S3.4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0417d6c-b6ec-4730-a406-2018c3bee038,coordinate rescue missions,released,"Coordinate rescue missions during the event of a disaster or during an accident, ensure that all possible methods are being used to ensure the safety of the people being rescued, and that the search is as efficient and thorough as possible.",5,S,S4.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e043adc7-e5e6-4c26-8c97-cb3a5f4bf119,develop mobility programmes,released,Develop new mobility programs and policies and improve existing ones by increasing their effectiveness.,5,S,S4.1.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,measure sustainability of tourism activities,released,"Collect information, monitor and assess the impact of tourism on the environment, including on protected areas, on local cultural heritage and biodiversity, in an effort to reduce the carbon footprint of activities in the industry. It includes running surveys about visitors and measuring any compensation required for offsetting damages.",5,S,S2.8.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e05fccc8-0b53-43fc-81ee-9aa5a7229aa9,advocate for others,released,"Deliver arguments in favour of something, such as a cause, idea, or policy, to benefit another person.",5,S,S1.2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0607ffd-586e-4d70-ae88-5998bfa21dda,process order forms with customer's information,released,"Obtain, enter and process customers' names, addresses and billing information.",5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e066455a-3c92-45a8-ad35-91d4c70edf0b,teach air cabin crew procedures,released,Teach the procedures and protocols used in aeroplane and aircraft cabins.,5,S,S1.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06ccbed-8313-49da-b7fd-c548552f5b86,handle metal work orders,released,Interpret work orders in order to determine which metal parts should be produced.,5,S,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06ec50c-68f9-470f-8dc2-7488109c2dfd,analyse gambling data,released,"Analyse relevant data points collected during gambling, betting or lottery activities. Process the data to obtain conclusions useful for the efficient running of the betting or lottery operation.",5,S,T2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06f3ac6-1d3e-49c6-945d-1a61ca746986,complete administration,released,"Manage the terms of the grant, the follow-up procedures and recording dates and payments.",5,S,S4.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06f9eaa-004e-4999-a75c-36ed1fdc0a5b,diagnose genetic diseases,released,"Diagnose genetic disorders and congenital malformations, which may be caused by one or several abnormalities in the genome.",5,S,S2.1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,perform asset depreciation,released,"Calculate the reduction in the value of an asset, caused for example by damage or changes in the environment, in accordance with the legislation.",5,S,T1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e07a0fbf-7ffe-47d0-9636-e25cbb5fd475,plan audiovisual recording,released,Plan audio-visual recordings.,5,S,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,monitor communication channels' performance,released,Search for possible faults. Perform visual checks. Analyse system indicators and use diagnostic devices.,5,S,S2.8.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e08d5950-f694-450e-90ae-088001dad5e9,perform water chemistry analysis,released,Perform water chemistry analysis to identify and quantify the chemical components and properties of water samples.,5,S,S2.8.8
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0ab7e9a-4f38-4077-bf5f-a65ec483d5ce,exercise sports,released,"Exercise or practice under the direction of sports and athletic trainers or professional coaches to develop skills, improve physical condition, or prepare for competitions.",5,S,S1.14.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0ae0101-ab8f-47a2-938b-ab0cc367b3b5,maintain warehouse database,released,Keep digital warehouse database up-to-date and multi-accessible.,5,S,S5.5.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0ae07ce-d601-407c-b351-17d11ab8e846,install vessel's safety equipment,released,"Install and maintain safety equipment such as bells and horns, deck boxes holding life jackets, life boats or life raft pods, and the Electronic Position Indicating Radio Beacon (EPIRB).",5,S,S3.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0daabb6-0950-440c-a25f-f5e1ccf15435,assist in military logistics,released,"Assist the upper management of a military organisation in the supply of goods and resources to military troops on the field and on base, and the disruption of enemy flow of resources, and other logistics activities in the military.",5,S,S1.8.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,understand written Croatian,released,Read and comprehend written texts in Croatian.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0fefe5e-d5fa-4f83-845c-bf4f152de6ec,conduct quality assurance checks on aircraft cargo,released,Conduct quality checks on cargo before loading commences of all aircraft; ensure the secure loading of all on-board cargo.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1011626-04dc-4454-9a1d-0c293887bfae,interpret technical information for electronic repair work,released,Analyse and understand given technical information for electronic repair work.,5,S,S2.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e10d57dd-6717-4b24-961a-8a87c7e80b5d,plan new packaging designs,released,"Come up with new ideas concerning the size, shape and colour of packaging.",5,S,T2.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e111620f-090e-4427-a996-21a6e5a2d14f,instruct on safety measures,released,Provide instruction on the possible causes of accidents or sources of danger and explain the protective measures that should be taken to guarantee health and safety.,5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e121d5f2-4633-4c50-a349-a622b2a05f27,liaise with railway stakeholders for accident investigations,released,Keep in contact with industry stakeholders involved with the accident or incident under investigation. Update parties on any findings.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e134e0c9-8509-4287-8234-cfb480b318c4,distribute technical information on operation of vehicles,released,"Distribute information resources such as drawings, diagrams, and sketches that describe in detail the technical characteristics of vehicles.",5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e135f4ad-2eed-448c-8f39-beb44238177c,evaluate genetic data,released,Evaluate genetic data by applying statistical calculations and analysing the results.,5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e139c087-bd34-4660-8554-1d01092bc749,test photographic equipment,released,"Test photographic equipment, tools and accessories.",5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e13d2b8f-fc81-4f60-8958-74b8be492ad0,contribute to the advancements in specialised nursing care,released,"Contribute to the continuous development of the field of specialisation and research-based practice, participating in continuous professional development and research programmes, when appropriate.",5,S,S2.1.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e149237d-9e3b-405f-a581-b1e540f376d3,analyse supplier's information on vehicle parts,released,Analyse information on vehicle parts from suppliers such as wholesalers or importers. Process data in order to improve response to customers' requests.,5,S,S2.7.6
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e15b02ed-0264-4d44-9fa3-e29d6b52414a,create safe working protocols,released,"Create clear, accountable, safe working protocols according to recognised zoo guidelines.",5,S,S4.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e162e52d-204c-41f6-91ad-8ea2654a1606,adhere to transportation work schedule,released,Adhere to assigned work schedule as prepared by the transportation company.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16a68b0-490f-4a1d-a9d1-afc08a21f1e7,provide health psychological concepts,released,"Develop, implement and evaluate health psychological concepts.",5,S,T2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,advise on nitrate pollution,released,Advise on the impact and consequences of pollution (including land pollution due to fertilisers) caused by nitrous oxide emissions which contribute to depletion of the ozone layer and suggest solutions to mitigate such actions.,5,S,S1.5.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1786b34-de65-46a7-8f53-b624140cd018,translate different types of texts,released,"Comprehend the nature of the type of text to be translated, for example commercial and industrial documentation, personal documents, journalism, novels, creative writing, certificates, government documentation, and scientific texts.",5,S,S1.15.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e186976a-64f0-4052-a25b-297d19e1d0ec,think proactively,released,Take initiatives to come up with improvements.,5,S,T3.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e189ae1f-aeeb-44ae-94ac-f02f81cc70ec,assign vehicles in accordance with requirements,released,"Assign vehicles after assessing the level of demand in relation to the frequency intended, and the structure of the location. Determine the appropriate vehicle for the service intended.",5,S,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18a6a3c-4f26-4141-8c72-4b4f01d77914,apply context specific clinical competences,released,"Apply professional and evidence based assessment, goal setting, delivery of intervention and evaluation of clients, taking into account the developmental and contextual history of the clients, within one`s own scope of practice.",5,S,S1.5.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18c683b-445c-42ad-86f5-3d1afcc38533,inspect scaffolding,released,"After the scaffolding structure has been completed, inspect it for compliance with safety standards, weight bearing properties, tensile strength, resistance to wind, any other outside influences and ergonomics.",5,S,T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,understand spoken Occitan,released,Comprehend orally expressed ​Occitan.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1964543-0312-4deb-8cba-aa07f3fb0904,monitor political campaigns,released,"Monitor the methods applied to conduct a political campaign to ensure all the regulations are adhered to, such as the regulations concerning campaign financing, promotional methods, and other campaign procedures.",5,S,S2.8.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1b9df19-98c3-45d3-9f85-371eb385cf88,deal with changing operational demand,released,Deal with changing operational demands; respond with effective solutions.,5,S,T3.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1bcb3aa-cb5e-4dcf-ab90-f7adcbd2c848,maintain work environments in a veterinary practice,released,"Prepare and maintain work environments for use, including equipment and materials, ensuring that equipment and materials are available.",5,S,S4.3.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1c21024-c2d4-4374-a886-61562d37c293,prepare examinations for vocational courses,released,Prepare examinations that test both theoretical and practical understanding of the content and the procedures imparted during a course or teaching programme. Develop exams that assess the most important insights that trainees should have gained from participating in the course.,5,S,S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,promote responsible consumer behaviour,released,"Promote policies, actions and education programmes that encourage healthy lifestyles and proactive participation in sustainable consumption, and that lead to changes in consumers' attitudes, shopping habits and expectations.",5,S,S1.6.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1dedd64-96dc-4ddc-834c-e1b1d5948f0a,create theatre workbooks,released,Create a stage workbook for the director and the actors and work extensively with the director prior to the first rehearsal.,5,S,S1.13.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1e94871-b7d2-4492-a205-75ea078f9951,build international relations,released,Build positive communication dynamics with organisations from different countries in order to build a cooperative relationship and optimise information exchange.,5,S,S1.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1e99428-b91b-45e1-8ede-ed0cbf161930,establish an ICT customer support process,released,"Create a series of customer ICT service activities before, during and after a request. Ensure an adequate response or action, enhance the level of customer satisfaction and accumulate ICT product or service feedback.",5,S,S5.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,understand spoken Hindi,released,Comprehend orally expressed Hindi.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1f09038-b493-4771-ae29-a2d3e7ea013a,document interviews,released,"Record, write, and capture answers and information collected during interviews for processing and analysis using shorthand or technical equipment.",5,S,S2.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1f5c539-7c93-49ee-917d-a24e0d887686,control of expenses,released,"Monitor and maintain effective cost controls, in regards to efficiencies, waste, overtime and staffing. Assessing excesses and strives for efficiency and productivity.",5,S,T1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,oversee wetlands in project development,released,Oversee and respond proactively to the challenges posed by wetlands in the development of projects. Strive to care for and conserve wetlands while finding the most environmentally cost efficient solutions for the development of infrastructure projects.,5,S,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b,estimate duration of work,released,Produce accurate calculations on time necessary to fulfil future technical tasks based on past and present information and observations or plan the estimated duration of individual tasks in a given project.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2161b42-46f4-4b62-8136-c190edce56fc,keep track of expenses,released,"Make sure that project expenses are duly recorded. Ensure careful bookkeeping, regularly review the budget, respect budget allocations, and take all necessary steps to keep the expenses transparent.",5,S,S2.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2235528-49c7-40c3-b44e-c5962ec1af85,implement landscaping projects,released,"Implement soft and hard landscaping works such as paving, retainer walls, pathways or irrigation systems based on already identified sites and according to landscaping plans.",5,S,S4.2.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,troubleshoot website,released,"Detect the flaws and malfunctions of a website. Apply troubleshooting techniques on content, structure, interface and interactions in order to find the causes and solve the malfunctions.",5,S,S1.9.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e243c15f-d1f7-4cc7-904d-84a113eb1f43,consider constraints in maritime shipping,released,Consider multiple constraints specific to maritime shipping such as: the maximum draught of ships; the depth of channels and canals; tide measures; and the respective impact on load capacity. Create detailed scenarios and integrate them into shipping planning.,5,S,S4.1.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2482d6f-90c8-4b93-997b-7d2556d2579d,identify if a company is a going concern,released,"Analyse financial statements, financial information and the outlook of the company in order to determine the going concern of the company.",5,S,S2.7.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e25a23f4-c956-4d04-88f0-116157fd0726,work effectively with animal-related organisations,released,"Develop and sustain relationships with other organisations such as charities, government agencies, Non-Governmental Organisations and representative bodies, in relation to furthering animal health and welfare. Communicate veterinary principles and operate within multidisciplinary teams comprised of persons with varying degrees of scientific and administrative knowledge.",5,S,T4.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2611813-857a-4107-8690-31350369487d,manage venue programme,released,Coordinate the artists' tour agenda and availability with the seasonal venue program and respect the deadlines.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2649956-6e7c-4ac6-92ee-fab9c61badf2,educate public on fire safety,released,"Develop and execute educational and promotional plans to educate the public on fire prevention knowledge and methods, fire safety such as the ability to identify hazards and the use of fire safety equipment, and to raise awareness on fire prevention issues.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e265e4e2-f031-4012-a7bf-54cac48fb846,maintain kitchen equipment at correct temperature,released,Keep the refrigeration and storage of kitchen equipment at the correct temperature.,5,S,T6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2858f53-a141-4cba-ad05-5b5a976b1d62,offer advice on diet-related concerns,released,Offer advice on dietary concerns such as overweight or elevated cholesterol levels.,5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2887d71-8ff4-4188-9926-22bdaefa7713,develop predictive models,released,"Develop simplified descriptions, mainly mathematical descriptions of processes or systems, in order to assist calculations and predictions.",5,S,S2.7.3
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2901844-81bd-4759-9a90-d525e486ae49,instruct patients on supportive devices,released,Inform patients on the utilisation and care of orthoses and protheses.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29386e8-a042-4fc4-9819-ecbe229fdc7b,follow safety precautions in fishery operations,released,Comply with policies and institutional regulations to guarantee a safe workplace for employees in fishery and aquaculture operations. Deal with potential risks and dangers by taking appropriate safety measures.,5,S,T6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2992bda-8a68-4eae-b78a-697b07800334,operate grinding hand tools,released,"Operate a variety of hand tools designed for grinding production materials, such as angle grinders, die grinders, grindstones, bench grinders, and others.",5,S,T5.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29b6a69-4401-4243-b429-08962c4d6060,study artworks,released,"Study styles, techniques, colours, textures, and materials used in works of art.",5,S,S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,write Limburgish,released,Compose written texts in ​Limburgish.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29f0633-f168-48ab-8f94-1be573cea173,design post tanning operations,released,Design the post tanning operations according to the final leather goods. This includes choosing the most suitable and cost-effective fixing agent to achieve the desired properties.,5,S,S4.2.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2ab113a-3eae-4ef7-8d67-b989666a92b3,advise on teaching methods,released,"Advise education professionals on the proper adaptation of curricula in lesson plans, classroom management, professional conduct as a teacher, and other activities and methods related to teaching.",5,S,T4.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b0d44f-df0f-47a7-882a-f8d7ffd40e60,sell flowers,released,"Sell natural and artificial flowers, potted plants, soil, floral accessories, fertilisers and seeds.",5,S,S1.6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b82b00-f07f-4fc8-a7bb-c8febf65efe5,compare survey computations,released,Determine the accuracy of data by comparing computations with applicable standards.,5,S,S2.7.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,ensure the safety of endangered species and protected areas,released,"Ensure that projects do not adversely affect migratory birds, rare or endangered animal species, critical habitat or environmentally protected areas.",5,S,S3.3.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bc1911-c76d-486c-8bec-da86907246b6,manage train working timetable,released,"Manage the train working timetable that shows every movement on the railway network. Prepare for the arrival and departure of every train, intermediate points, and appropriate passing points.",5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bc4d45-e630-41a4-af4e-3d1eb9e14c64,discuss the end point of therapeutic intervention,released,Identify a possible end point of therapeutic interventions with the patient in accordance with their original goals.,5,S,S1.5.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2c81781-19c8-4349-94a2-7ae3a541596a,detect drug abuse,released,"Identify people under excessive use of alcohol and drugs inside a facility, effectively deal with these people and supervise customers own safety while applying relevant regulations.",5,S,S3.3.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2c884e4-4952-4a5c-ba69-ad406b66bd7d,set up projection equipment,released,Install and connect equipment for projection in an artistic context.,5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2ca587e-9018-4f80-a9f6-100bc3d384ab,develop plans related to client discharge,released,"Organise discharge planning, when applicable, across a range of healthcare settings, communicating effectively and ensuring that the client and carers are involved in the decision making process.",5,S,S4.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507,motivate others,released,Direct other people's behaviour by providing them with a convincing reason for action.,5,S,T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2e15494-65b9-4af5-8b86-53fb51e7e022,manage accounts,released,"Manage the accounts and financial activities of an organisation, supervising that all the documents are correctly maintained, that all the information and calculations are correct, and that proper decisions are being made.",5,S,S4.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2e5d534-bf89-466b-a2a7-ea1b1f26222d,determine child welfare,released,Evaluate whether the child needs to be taken out of his home situation and assess child`s placement in foster care. Make home visits to assess allegations of child abuse or neglect.,5,S,T4.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e302c76c-528b-4291-abda-a02d3992ae56,implement cost-effective cargo handling strategies on ships,released,"Implement cost-effective strategies for loading and unloading of cargo on ships with the aim of maximising efficiency, reducing the resources expended, and assuring sufficient operations while increasing profit.",5,S,T3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e30bd8c3-28e4-4f8c-857c-e29f5a4af2bc,develop artistic coaching programme,released,Develop and administer a coaching programme specific to the artistic project and performing individuals.,5,S,S1.3.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e30f51d6-c590-4e7d-9781-fff916e15ad8,check durability of wood materials,released,Check the categorisation and different levels of durability of wood materials.,5,S,S2.8.10
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3211ab2-18b5-49b4-90de-d395f3be2378,execute working instructions,released,"Understand, interpret and properly apply work instructions regarding different tasks in the workplace.",5,S,S1.8.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e32a8119-ca4e-48be-9470-6d45b5a7219f,accommodate special seating,released,"Give requested special seating to guests whenever possible, such as special seating arrangements for babies, disabled or obese people.",5,S,S3.2.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e330cddd-dc76-4836-afd8-117c17102ef7,sell power tools,released,"Sell power tools such as drills, chainsaws, lawn mowers or grinding machines. Sell accessories and products to maintain and clean power tools. Provide advice on purchasing decisions and try to meet customers wishes. Process payments.",5,S,S1.6.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,understand spoken Bihari,released,Comprehend orally expressed Bihari.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e33b1480-a430-4dc1-999a-ce2d4401f015,test the braking force of trains,released,Test that the breaking force of trains functions as required after coupling.,5,S,S2.8.11
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e345cf05-bc6b-43a6-aca3-2f9c1ec0e772,maintain register of shareholders,released,Keep a register of shareholders and monitoring changes in share ownership of the company.,5,S,S2.2.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,write Dutch,released,Compose written texts in Dutch.,5,S,T1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3688cae-7a28-4405-88b5-6b87179e0d76,interpret geometric dimensions and tolerances,released,Understand and assess the models and symbolic language of Geometric Dimensioning and Tolerancing (GD&T) systems indicating engineering tolerances.,5,S,S2.1.3
